gene_id	a160	a163	a169	a172
Med29	950	1000	1300	1398
Bicd1	174	223	246	227
Ncstn	1680	1437	1512	2660
Pex19	830	659	910	1337
Cyp4f18	39	47	46	120
Impdh1	100	60	107	126
Dusp3	201	287	596	876
Prodh	42	46	44	52
Ess2	677	532	612	947
Slc25a1	1444	1295	1760	2967
Dgcr6	243	226	325	387
Ddr1	649	574	431	725
Ier3	1441	1335	1190	1499
Fosb	496	875	1167	2081
Klc4	243	197	185	398
Ercc1	622	553	605	919
As3mt	732	668	924	1320
Homer3	39	38	62	89
Crtc1	190	129	130	201
Rnf215	538	347	506	909
Sec14l2	12	4	8	2
Aven	368	335	310	550
Cp	128	173	70	120
Crot	900	810	926	1417
Rps6ka1	2501	2278	2636	4831
Snrnp200	676	565	571	816
Ciao1	1144	1032	1262	1931
Has1	0	8	9	0
Taf6l	639	466	435	748
Gm2518	639	466	435	748
Insig2	1376	1270	1480	2424
Kpna6	264	330	231	369
Man1a	811	673	583	800
Itpkc	86	105	121	180
Coq8b	274	335	335	502
Brd8	1688	1501	1704	2679
Kif20a	374	278	323	379
Farsa	1849	1557	1923	2879
Gcdh	437	321	429	658
Mast2	173	110	117	258
Dnase2a	597	477	718	1085
Gm38426	597	477	718	1085
Rad23a	2395	1967	2450	4363
Calr	25558	27192	35551	45718
Syce2	527	491	454	579
Nfat5	748	458	649	878
Nob1	758	658	726	1356
Nqo1	17	10	20	63
Ppfia3	17	8	13	43
Gys1	324	266	325	529
Ruvbl2	819	650	1027	1540
Lin7b	0	0	4	14
Bax	4118	3668	5180	5974
Il7r	567	239	357	439
Tfam	782	603	742	1119
Zfp81	134	163	119	116
Mmd	273	306	464	835
Hlf	4	3	0	0
Fam162a	1382	1208	1636	1769
Rpl8	12791	11164	14237	14735
Ssbp2	661	558	1037	1530
Fancl	1962	1796	2105	2579
Brinp2	9	14	19	12
Gstm5	83	31	75	125
Gstm7	4	6	5	7
Stat3	4145	3137	3271	5915
Stat5a	719	581	525	1000
Cavin1	3	0	5	3
Map3k11	636	528	618	1599
Akt2	732	671	936	1918
Dnaja3	758	823	837	1462
Hmox2	3454	2975	3485	4849
Cdip1	952	1005	1280	1831
Map3k20	355	312	585	782
Cwc15	4238	3557	4424	4895
Col5a3	2	2	4	0
Dnmt1	550	528	418	782
Ppan	1255	1232	1706	2226
Angptl2	2	1	10	14
Cacna1e	742	793	692	1091
Cacna1b	19	13	20	3
Trmt10a	255	249	241	398
Etv1	10	28	14	3
Kifc2	23	21	18	31
Psap	240666	226742	246518	255772
Ikbkg	622	565	583	983
Wars2	174	180	134	214
Atn1	65	66	100	177
Phb2	3634	3530	4441	6201
Ptpn6	7994	7220	6815	11724
Eno2	512	144	229	343
Emg1	3065	2820	3551	4215
Lpcat3	788	706	976	1562
Atp6v1f	9959	8553	11758	11867
Il12b	8163	6145	9995	11678
Clcn5	106	63	53	120
Clcn3	890	844	748	1323
Hif3a	6	10	11	18
Gpx5	0	1	1	3
Pde1c	12	24	11	46
Utp20	131	156	142	260
Spic	495	397	2347	2568
9330159F19Rik	18	25	20	12
Cul3	1525	1413	1485	3005
Il11	6	6	5	4
Large1	23	24	44	20
Ddx56	853	816	978	1853
Tmed4	1636	1412	1451	2224
Col26a1	44	45	60	80
Bid	2162	1960	2165	3037
Ralb	1834	1701	2151	3828
Ppp1cc	4135	3764	4461	7842
Ppp1ccb	4135	3764	4461	7842
Dnajb11	3747	4024	4749	8229
Tbccd1	370	364	358	607
Clec11a	63	31	34	1
Zfp324	117	140	93	212
Gab2	216	238	193	362
Coro1c	2242	2126	2845	5488
Tax1bp1	6564	5828	5902	8965
Psg19	2	3	2	1
Ctse	750	229	724	977
Ndrg2	5	2	4	19
Mettl17	742	675	749	1179
Arhgef40	847	541	774	1530
Pnpla6	268	198	158	332
Mcoln1	806	710	772	1476
Arhgef18	235	195	194	339
Pkn2	728	662	751	1064
Cd33	207	272	132	255
Etfb	3381	3024	4015	4774
Nkg7	319	211	287	300
Stxbp2	3922	3268	4138	6849
Pcp2	12	9	12	15
Sgce	5	22	27	32
Chn2	1242	1382	1687	2166
Wwox	97	93	59	134
Slbp	3597	2925	4422	5850
Tyr	11	3	7	5
Aqp1	50	7	79	102
Arid3b	795	777	745	1659
Cnn2	19554	16146	21856	32680
Polr2e	3521	3320	4021	4673
Abca13	20	14	17	45
Myo9b	910	776	793	1504
Hdac9	693	662	546	871
Ly9	2293	1976	2158	3197
Cd244a	2263	2117	1932	2344
Adgre1	196	161	204	100
Mtfp1	21	14	57	98
Rab23	143	99	117	171
Rab11a	11448	10782	13957	15355
Eif2b2	3307	2904	3530	4478
Dlst	1666	1658	1667	3139
Pgf	6	11	30	10
Ulk2	357	314	290	470
Ccl24	17	13	23	25
Dgkq	87	58	75	127
Tmed11	0	9	11	0
Grap	1370	1345	645	924
Pou1f1	0	4	3	5
Chmp2b	1927	1672	2062	3034
Plod3	149	168	200	390
Ap1s1	1169	946	1615	2280
Mapk13	317	245	325	608
Srpk1	1299	1241	1651	2038
Pax3	2	9	5	1
Lbr	1428	1223	1215	2220
Prcc	81	70	62	197
Rrnad1	350	318	329	624
Hdgf	3045	2527	2668	3983
Slc25a18	2	3	3	15
Thop1	109	109	123	212
Apba3	336	316	389	753
Matk	1397	1311	2077	3587
Pias4	592	547	554	886
Map2k1	2229	1799	1971	3165
Sgta	1349	1155	1264	1973
Nmrk2	11	16	23	22
Tmem242	2113	1711	2169	2088
Dtx2	312	247	309	503
Hspb1	150	99	35	96
Rasa4	1966	1479	2092	3361
Syt5	1	1	2	4
Hnrnpa2b1	32961	31836	31914	40689
Fxyd4	13	25	27	13
Ccdc130	377	323	363	640
Mri1	1741	1689	2172	2739
Prkacb	1347	1204	921	1607
Sgsh	581	497	522	696
Chd5	1	1	0	5
Cstb	5251	3576	7103	6151
Sh2b2	448	395	454	709
Pex5	284	220	317	719
Jkamp	927	803	1049	1450
Cd44	4972	4125	4885	8247
Slc1a2	21	24	18	21
Eif2ak4	479	478	476	669
Wdr1	16216	14041	16052	26662
Slc2a9	8	11	12	52
Ndrg1	678	560	1072	1686
4930550C14Rik	10	10	9	0
Man2b1	14343	15953	14045	22999
Klf5	13	13	19	46
Wdr83	763	608	673	969
Prdx2	8848	7505	9686	11597
Polr2a	770	543	535	1114
Shbg	0	2	7	0
Senp3	255	237	391	713
Corin	8	10	13	22
Plekha8	103	109	116	126
Spc25	408	355	380	640
Dnah2	58	45	84	93
Ufd1	1995	1693	1771	2612
Zfp287	153	111	111	277
Prlr	52	60	44	58
Letm1	1058	975	1089	1735
Ubqln1	2522	2170	2376	4694
Cadm3	48	73	41	103
Fcer1a	10	21	23	40
Txn2	5319	4922	6681	8313
Slc1a3	22	23	27	33
Crbn	1063	869	868	1518
Il5ra	10	12	5	11
Msh6	474	465	563	970
Fbxo11	362	383	621	1068
Mlxipl	34	31	37	24
Tbl2	205	157	177	300
Bud23	1112	1018	1101	1612
Nid1	24	30	27	57
Mcm5	1221	1245	1302	2042
Hmox1	1177	782	4433	6709
Mprip	889	736	802	1564
Cic	348	263	323	816
Pafah1b3	3311	2929	3721	4032
Il27ra	98	49	52	49
Prkaca	518	407	580	1096
Asf1b	782	691	884	1202
Ddx39a	4126	3842	4765	6285
Dnajb1	4123	4504	2157	3886
Msh4	33	22	23	23
Usp40	477	371	579	657
Evx1	0	0	2	6
Kbtbd4	256	183	146	330
Celf1	881	701	886	1547
Ndufs3	1128	1080	1300	1521
Por	706	540	620	1206
Igf1r	12	26	87	96
Insr	649	437	377	636
Fcer2a	179	119	41	129
Atp4a	10	23	28	38
Trim28	700	619	852	1805
Ube2m	3251	2991	4490	5285
Adcy9	38	14	30	73
Mef2c	1633	1656	1748	2283
Ctr9	764	584	638	1082
Eif4g2	5956	5126	6289	10896
Irag1	35	37	35	77
Pcyt1a	394	393	457	750
Zfp592	344	273	328	640
Psmd4	5211	3819	4685	6262
Tmod4	9	9	12	6
Cabp5	3	4	6	3
Snx6	2725	2026	2435	3567
Mthfd2	2591	2224	2200	3220
Kit	1509	1449	2041	4168
Tomm40l	426	400	453	570
Nr1i3	3	0	0	7
Pan2	642	560	384	568
Cs	5383	4570	5893	9928
Ampd3	578	494	436	1037
Bcas2	2851	2649	3102	3540
Sh2d1a	42	31	27	82
Ctcf	2153	1824	1871	2367
Pard6a	266	302	459	557
Agrp	6	2	10	3
Tfap4	1	4	16	15
Ranbp1	3465	3217	4527	4435
Cd247	122	89	120	187
Rfx5	444	341	298	490
Psmb4	7281	6396	7448	8558
Mmp8	60	44	122	152
Slc30a4	91	68	97	182
Sqor	121	59	167	121
Bloc1s6	1081	789	867	1303
Metap1	1002	1078	1067	1556
Gpr108	1529	1375	1706	3045
Tnfsf14	26	31	1	0
Gata6	2	10	4	0
Rsl1d1	2793	2644	3144	4776
Cnga2	7	3	5	15
Apc	608	568	516	832
Reep5	3169	2755	4120	4995
Ergic3	1861	1797	2509	3753
Uqcc1	1299	1137	1305	1778
Spo11	75	32	85	78
Ncoa2	680	545	713	1235
Nr2c2	480	454	355	736
Nr2c1	237	195	129	321
Smpd4	328	311	327	438
Pex1	188	199	170	278
Kctd20	1721	1618	1861	2983
Itgae	600	351	246	527
Ctns	398	316	265	408
P2rx5	148	80	208	207
Shpk	75	56	67	139
Ephb3	11	13	19	15
Tuft1	157	160	141	149
Rcn1	343	241	465	880
Dnase1	6	3	5	16
Trap1	2227	2011	2415	4159
Naa60	1023	872	967	1903
1700037C18Rik	105	114	132	152
Gm41410	105	114	132	152
Ankrd13d	99	69	71	111
Tpr	5030	4252	5253	5671
Pdc	0	1	13	0
Odr4	790	626	685	1033
Prg4	21	13	29	24
Dhx34	175	119	89	283
Kptn	606	556	562	984
Napa	4223	3591	4396	7000
Sra1	2548	2524	3555	3695
Atp5g1	7274	6445	9260	9030
Snf8	1523	1400	2271	2863
Tbcb	4480	3694	5479	6009
Inpp5k	2045	1675	2037	3184
Crkl	1088	908	760	1403
Upk3bl	0	0	0	23
Eps8l1	11	0	38	23
Clint1	3239	3051	2921	4680
Prss16	4	5	4	0
Cdkal1	750	722	620	936
Cdcp3	1	3	1	5
Htra1	15	2	6	5
Zbtb17	520	470	612	866
Fblim1	26	42	32	32
Epor	35	15	27	50
Ccdc159	12	4	6	6
Mob1b	469	480	451	810
Atp6v1b2	3561	2444	3752	6354
Eps15l1	538	453	571	1086
Tep1	878	892	876	1029
Ttc5	2310	1827	2545	3570
Osgep	2097	2038	2137	3022
Aamp	4380	3999	5458	8528
Tmbim1	1905	1750	2722	3768
Arpc2	50182	45252	57745	65066
Kmt2b	233	200	179	446
Zbtb32	21	23	8	1
Upk1a	1	2	2	5
Tmem147	3014	2922	3573	3484
Rps9	26417	21371	25421	23211
Tfpt	340	290	308	473
Susd2	84	53	100	86
Ggt5	99	124	151	309
Crip2	130	72	120	186
Crip1	42518	28076	52647	39162
Cbfa2t3	2326	1765	2534	3927
Fbln1	0	3	21	0
Pgrmc1	1062	878	1228	1762
Gcat	451	400	580	809
Tek	0	1	6	0
Mpl	8	1	7	55
Elovl1	3490	3138	4440	5692
Med8	1718	1534	1601	1981
Hyi	841	786	983	982
Cdc20	1025	698	737	986
Adamts4	0	1	19	3
Nectin4	67	51	62	17
Pfdn2	1693	1623	2027	1927
Rnf114	2798	2296	2174	3219
Steep1	574	453	516	706
Neurl1a	2	3	3	4
Srm	1121	1303	1622	2206
Epha2	17	27	13	23
Rbm14	1084	901	1123	2111
Zdhhc24	229	171	171	138
Bbs1	40	64	47	53
Ndor1	521	426	417	783
Nsmf	215	179	227	533
Pdk1	512	457	421	668
Ptbp1	3383	3178	2949	5626
Mvd	404	314	333	560
Cyba	36309	27908	41981	39006
Stimate	730	680	630	1173
Sfmbt1	674	452	643	1017
Prkag3	6	3	1	9
Cryba2	1	1	5	5
Atp7b	13	8	10	6
Slc4a1	275	58	147	256
Rundc3a	22	14	20	54
Slc4a3	0	3	2	2
Cdt1	279	204	285	291
Runx1t1	8	6	9	3
Aprt	1784	1645	2767	3005
Gtf2h1	1374	988	1396	1909
Hfe	8525	7135	8208	9490
Abhd1	317	290	378	362
Slc5a6	54	53	75	139
Nphs1	98	49	94	125
Aplp1	5	5	6	0
Qrich1	1282	1196	1512	2479
P4htm	36	32	44	28
Usp19	1053	843	804	1729
Pola1	351	313	251	346
Cdc42	43858	36734	44435	54878
Pknox1	271	242	214	403
D130043K22Rik	0	8	7	1
Gmnn	802	724	1031	980
Acot13	970	823	1080	1006
Zfp184	25	16	37	3
Cdk4	3630	3698	4556	6870
B4galnt1	3386	2729	3084	4992
Mettl1	488	452	786	826
Tspan31	2692	2414	3012	4284
Kif5b	4446	4245	4356	5828
Saal1	422	445	368	640
Cnp	3163	2700	2957	4897
Odad4	26	29	36	30
Sulf2	1227	1076	1623	2376
Sod2	3226	2710	3679	4167
Tmco6	328	392	312	415
Stambp	948	814	927	1717
Ezh1	576	450	465	676
Hap1	176	145	271	322
P3h4	8	16	23	22
Ctnnb1	3150	2683	3130	5556
Eif1b	2080	2057	2434	2789
Chrd	8	4	14	8
Psmd2	4018	3596	4151	7219
Syngr3	13	4	16	51
Vars	1573	1541	1509	3265
Vwa7	2	5	4	7
Hspa1l	32	12	7	1
Slc44a4	6	0	0	0
Msh5	31	53	65	40
Abhd16a	1593	1171	1522	2375
Neu1	463	478	615	923
Ddah2	78	55	78	178
Clic1	19080	16349	19764	21913
Lsm2	1361	1292	1662	1750
Pole	79	77	90	137
Atp1a2	3	5	11	2
Casq1	0	3	4	8
Stx1a	5	0	8	0
Zfp775	74	78	59	93
Scube2	7	4	6	1
Mrpl49	1056	772	900	1243
Dennd2c	84	119	103	223
Mark3	1886	1947	2374	3421
Gatad1	366	232	436	421
M6pr	14215	12585	15697	25411
Lrrc8a	127	80	99	147
Mc5r	2	8	3	1
Ppp2r1a	4221	3682	4828	6784
Fance	273	177	269	290
Tinf2	1894	1773	2261	3157
Tssk4	13	19	25	51
Dus3l	764	678	754	1482
Gtpbp3	156	134	137	181
Tgfbr1	587	539	805	983
Homer1	158	154	182	182
Rad51c	94	102	81	163
Gabrb2	9	6	5	3
Cav1	15	17	10	12
Arpp19	4050	3091	4335	4614
Bcl2l1	432	301	322	540
Khsrp	655	573	749	1386
Dio2	0	2	1	0
Ccdc124	1914	1657	1754	1843
Cct4	4613	4112	4998	7762
0610009B22Rik	866	639	807	860
Cpt1c	22	38	77	134
Zfp655	1307	1216	1203	1764
Rhoa	15870	14337	15566	20282
Zmiz1	1759	1742	1754	2421
Ankrd26	110	128	114	160
Aldh16a1	1059	889	986	2035
Hnrnpa0	408	445	495	527
Prrg2	335	258	173	255
Hnrnph1	3985	3337	3522	5536
Ift43	142	112	243	299
Id3	52	43	89	67
Tcap	0	0	4	15
Arid1a	1168	1039	1187	1960
Ctsd	1274	939	1422	2442
Rplp1	14209	10851	14474	13780
Hmgcll1	0	5	3	3
Abhd8	177	130	135	347
Ift22	826	694	936	1251
Fzd3	21	31	26	32
1700008O03Rik	23	13	26	26
Mid1ip1	686	532	534	803
Ap2s1	5261	4805	5913	6245
Fgfrl1	20	9	31	31
Brme1	9	6	10	0
Fhl2	8	9	10	0
Emc10	1253	1256	1275	2432
Fbxw9	214	167	226	232
Spib	649	446	360	467
Fnbp4	1326	1335	1395	2225
Cers4	84	54	45	94
Scrn3	185	198	189	327
Phax	1326	1047	1296	1661
Tle1	337	355	469	864
1700109H08Rik	43	27	36	32
Relt	642	361	466	943
Snrpb2	2720	2239	2778	2878
Ubc	22573	22237	19257	15954
Prpf31	1748	1688	1891	3150
Sertad1	524	328	578	779
Carhsp1	446	397	674	985
Elk3	540	463	365	548
Herpud2	1252	1345	1266	2089
Rdh13	66	86	53	41
Nutf2	2823	2262	3595	3313
Fut1	3	0	2	33
Arpc5	31767	27867	34927	44817
Elavl2	2	6	6	0
Pou2f2	242	185	242	309
Mgst1	96	52	170	160
Nfib	14	33	18	11
Htr3b	6	2	4	3
Rab25	1	4	4	3
Ubqln4	230	174	307	622
Rbfox1	1	7	4	0
Rps18	26992	21894	29290	25242
Rpl10	35094	29356	40337	34668
Rps15a	7478	6226	9241	3540
Ncaph2	3518	3255	3606	5819
Hipk1	607	565	586	1303
Gprc5b	19	19	25	39
Man1a2	1288	1383	1339	1841
Acyp1	615	576	656	624
Cldn13	231	20	155	183
Cd163	7	28	49	51
Hdac5	204	242	223	527
Rala	9255	7999	10581	12838
Vdac3	5820	4884	5885	7405
Vps72	1482	1230	1485	2028
Gabpa	573	432	546	548
Bmp7	17	10	18	13
Dynll1	10140	8773	10842	11001
Pdcl	1026	816	945	1420
Tmem184b	774	687	839	1356
Rsph14	1	9	1	0
Nf2	281	351	330	640
Zmat5	1169	1092	1354	1492
Ewsr1	9545	8544	9177	14503
Ap1b1	2825	2561	2830	5016
Derl3	228	243	229	321
Gstt4	1	0	0	17
Gnat2	14	13	6	0
Bcl2l13	527	365	429	704
Spatc1l	0	0	0	10
Dqx1	77	54	66	69
Ccl8	0	0	0	12
Lnpk	562	479	581	742
Trpm5	5	12	6	29
Rarres2	3	2	16	0
Pttg1ip	2826	2690	3211	5454
Trpm2	2348	2101	2246	4453
Ube2g2	2476	2320	2338	3904
Mpo	253	100	10	144
Lpo	16	3	11	0
Met	354	382	450	714
Syn2	0	2	1	5
Elk1	107	100	95	195
Nav1	1784	1638	1624	2749
Tnpo1	1143	978	972	1765
Otog	6	10	9	9
Rnmt	1283	1214	1448	1954
Srp14	6725	5356	7619	8318
6330409D20Rik	6	5	4	4
Cdk9	2861	2562	3217	5155
Tor2a	841	706	985	1395
Fpgs	169	170	172	294
Mrtfb	212	192	218	253
Cbx5	403	329	358	495
Apobec3	11516	7773	10055	14759
St6galnac1	3	10	7	6
Vav2	505	349	372	682
Tex15	25	18	7	0
Ppp2cb	941	950	1469	2192
G0s2	78	20	99	95
Dmap1	523	445	626	758
Mcu	246	235	141	125
Oit3	7	0	0	5
Tex11	0	7	1	1
Bcr	60	51	46	93
Fxyd5	15188	13909	15624	15516
Kcnd1	61	27	47	96
Tfcp2	179	168	178	119
Pou6f2	2	8	8	10
Pou6f1	81	26	40	61
Ubp1	1277	1050	1295	2174
Nuak2	1739	2703	3611	5559
Cilk1	103	89	86	195
Sdhb	9264	8931	11722	13376
Snap47	339	291	432	680
Kdsr	283	301	310	485
Vps4b	3201	2554	3276	5166
Rps25	31670	23991	32825	29495
Nxf2	2	10	5	16
Tafazzin	2519	2111	2403	3354
Kif19a	72	52	36	83
Aldh3a2	998	831	851	1672
Zmynd10	8	2	2	5
Tmem115	452	385	557	883
Hyal2	154	114	123	244
Ifrd2	110	92	144	171
Hyal1	205	133	167	210
Tusc2	680	662	772	1031
Nprl2	835	593	731	894
Cacna2d2	5	1	8	14
Rassf1	2033	1790	2416	3591
Slc3a2	6059	6843	9112	12302
Nxf1	4173	2687	3209	4962
Stx5a	2451	2294	2710	4382
Slc47a1	4	6	4	1
Pifo	7	3	14	9
Tnfrsf13b	471	391	608	896
Spire2	1	9	21	55
Raver1	404	504	574	1033
2610507B11Rik	960	910	842	1382
AI597479	303	238	253	539
Tmem86a	299	232	249	403
Optc	5	0	1	1
Tex14	19	13	9	46
Ifi35	4569	3758	4969	5732
Rdm1	546	398	482	631
Nedd8	12982	10936	14694	13690
Gosr1	751	717	800	1172
Mrpl52	1834	1700	2211	2066
Kansl3	711	600	661	1166
Eya4	2	26	10	5
Ebf3	8	3	7	1
Faf1	710	794	859	1397
Tsacc	94	81	97	142
Mettl16	871	740	786	1117
Dazl	9	6	15	11
Apol7a	11	6	8	19
Pigyl	770	589	941	1020
Rbm25	7156	5939	6361	7602
Psen2	691	516	828	986
Plcd1	5	2	12	7
Fads1	388	326	726	1236
Lmbr1	17	39	12	35
Tnfrsf22	125	103	121	117
Cars	777	807	944	1872
Phlda2	2	6	0	0
Gabra1	0	9	17	0
Grid2ip	5	1	2	2
Kdelr3	8	20	40	27
Cfap97d1	13	14	23	29
Apip	1429	1099	1714	2153
Pdhx	700	559	776	980
Vac14	1157	1018	1190	2038
Mcoln2	33	33	19	22
Akt1s1	354	293	377	519
Tbrg1	5096	4262	5080	7137
Panx3	0	3	11	0
Adssl1	162	178	218	380
Brf1	991	880	890	1523
Vipr2	6	7	2	4
Odc1	2867	3648	4313	6598
Thg1l	357	314	396	344
Adam19	2971	2616	3171	5509
Pabpc4	102	71	132	272
Exoc3l2	2	7	0	0
Zfp296	566	273	305	474
Plin5	2	3	2	2
Sugp1	1057	871	885	1545
Dhdh	214	205	223	254
Zfp790	128	108	88	168
Cpb1	13	298	601	0
Fsd1	2	4	0	4
Fuz	457	386	416	628
Sptbn4	106	58	47	50
Pgam1	9440	8683	9649	12467
Evi5	436	299	396	508
Evi5l	216	180	210	307
Snapc2	585	485	674	986
Git1	465	376	545	1098
Gltp	13046	11771	14737	22582
Bnip2	5061	5080	5262	8131
Ccnt1	1494	1428	1619	2363
4930579F01Rik	3	4	5	0
Brms1l	485	372	413	773
Med15	1062	790	882	1562
Dhdds	908	732	887	1495
Crybg2	46	56	61	51
Ubxn11	114	149	93	149
Tex22	2	6	1	5
Tjap1	206	228	205	335
Ehf	244	101	192	338
Nanog	4	14	5	3
Rpl15	13000	11041	14891	14366
Tmem167	5780	4826	6108	6357
Steap4	11	5	10	0
Mplkip	1483	1273	1339	1686
Kif11	128	99	87	122
Rpa3	1454	1101	1691	1841
Mlkl	26	49	48	89
Tnpo3	1512	1306	1338	2010
Ttll5	214	149	137	134
Zfp715	201	164	139	432
Retn	20	28	18	38
Cdh23	72	70	65	125
Rps5	18006	14708	19621	18860
Podnl1	3	1	0	26
Adgrl1	30	19	48	58
Amotl1	22	14	16	12
2200002J24Rik	5	6	8	0
Etv5	46	43	55	134
Gfod2	120	125	117	186
Enkd1	105	101	121	179
Atp6v0d1	1076	968	1537	2658
Ptprs	561	548	866	1545
Slc41a1	390	510	481	885
4931406B18Rik	16	38	30	23
Iglon5	2	8	7	4
Igf2bp1	19	18	22	33
B4galnt2	6	12	5	15
Zfp651	2	7	12	12
Nelfb	1593	1391	1572	2570
Card14	0	3	2	0
Tmem175	611	582	577	771
Bcas1	23	13	18	20
Tango2	688	419	532	621
Aldh1a2	218	173	193	450
Ndufs2	3661	3389	4173	5896
Snx31	1	2	2	5
Atraid	1929	1820	2469	2394
Cad	132	155	100	261
Sh3bp5l	316	282	333	526
Atad1	1366	1217	1408	2666
Pten	2827	2775	2996	4941
Pea15a	2854	2582	3600	5972
Timm23	6465	5899	7791	9326
Tnfaip8l2	3147	2949	3092	3771
Trnt1	1084	839	943	1490
Ehmt2	657	517	559	1056
Elof1	1743	1484	1856	2109
Med16	542	433	514	717
St3gal1	798	722	716	1244
Tmem259	301	236	355	689
Rnf170	597	420	450	862
Clip3	10	0	1	0
1700020L13Rik	43	19	35	25
Dedd	655	553	708	1150
Mcemp1	1521	1411	1032	1447
Nit1	721	656	694	1090
Pax5	18	17	9	9
Prdm15	110	120	120	150
Rnf168	423	304	319	450
Dynlt2b	1018	919	1192	735
Chp1	1211	1109	1511	2566
Trpv4	8	12	58	54
Klhl3	66	69	58	47
Tvp23b	1754	1772	2279	2747
Dnajc7	4126	3760	3785	5902
Zfp385c	7	10	2	0
Cacybp	5494	4855	6607	9379
Cluap1	297	287	265	369
Zswim7	308	254	319	335
Pigl	93	117	127	251
Ndufa2	6327	5144	7431	6227
Pam16	448	342	668	482
Glis2	13	25	19	52
Cox6c	12016	10028	14733	12142
Bicc1	44	19	27	18
Ube2z	1145	929	1145	1884
Tmem87b	492	509	692	964
Anapc1	536	433	532	820
Mertk	17	13	20	38
Tsg101	3455	3060	3685	5412
Hps5	1170	1199	959	1737
Map3k4	544	474	553	812
Piezo1	700	711	746	1127
Blk	120	61	23	45
Rnf166	1730	1523	1375	2232
Ankrd28	67	59	55	97
Ankrd52	230	156	155	242
Pkd2l2	83	55	76	130
Srp19	4507	4030	4834	5277
Klra17	539	722	148	194
Wdfy2	452	504	502	808
Rbsn	257	213	182	400
Mrps25	1331	1256	1630	1849
Dguok	1778	1472	1806	2150
Camta1	528	504	745	794
Csf1	41	24	22	22
Strip1	470	400	477	922
Kif1a	66	30	54	98
Slc25a11	5122	4484	5398	7606
Chrne	18	19	21	16
Cmc2	934	633	724	703
Chfr	893	724	921	1368
Ceacam16	38	30	24	21
Adam28	40	45	35	50
Tex261	2593	2583	3009	4727
Fam120b	849	712	694	1604
Tbp	1020	846	967	1454
Psmb1	13903	11829	14340	15316
Pdcd2	626	586	666	760
Dll1	9	0	7	0
Nol3	3	3	3	0
Fhod1	84	69	78	147
Plekhg4	12	5	11	0
Slc9a5	16	10	10	3
Elmo3	33	37	76	157
Stc1	2	1	14	14
4931428F04Rik	128	124	55	95
Tppp3	71	56	64	135
Msh3	147	150	128	256
Adamts13	21	2	14	38
Tmem208	2354	2020	2616	2898
E2f4	1423	1194	1777	2813
Surf4	6196	6059	6632	10619
Surf2	758	651	674	907
Dnajb9	920	901	1078	1348
Naf1	30	58	48	53
Yes1	23	36	39	46
Ppp1cb	2641	2171	2789	4347
Gorasp2	3152	2961	3660	5438
Tsen15	456	371	458	811
Oc90	0	2	4	4
Efr3a	5409	4805	5566	8635
Trappc2l	2689	2378	3388	3353
Acsf3	146	115	156	202
Ddx19a	135	148	164	194
Galns	209	164	276	422
Gata2	0	7	9	20
C8g	89	109	104	101
Entpd2	0	3	7	0
Rabl6	583	436	545	901
Edf1	4558	3537	4904	5447
Clic3	12	16	7	28
Npdc1	14	7	8	0
Fbxw5	799	722	797	1447
Slc25a13	444	408	554	802
Ube2i	8259	6911	8073	10050
Tsr3	537	503	583	785
Unkl	94	81	99	146
Lrrk1	3298	3074	2470	5585
Aldh1a3	15	24	10	11
Actn1	465	282	541	594
Sirt2	1342	1169	1753	2862
Hnrnpl	2096	2046	2476	3383
Nolc1	961	1053	1352	1770
Casd1	548	557	517	747
Cnksr3	47	46	45	75
Mtmr1	1297	1299	1338	2426
Hmgb3	490	432	808	661
Map2	4	10	18	0
Cyp2j9	4	13	7	0
Abca1	14	23	11	10
Nipsnap3b	2191	2297	3138	3548
Lage3	1042	864	1073	1166
Ubl4a	1355	1331	1413	1896
Gm44504	1355	1331	1413	1896
Gdi1	5364	4023	4904	8398
Sash1	104	87	107	159
Gadd45b	9125	5109	6465	6884
Slamf6	523	494	409	578
Slamf1	37	22	11	10
Zdhhc12	414	371	473	679
Endog	105	147	163	149
Cybb	2394	2226	1246	1652
Golga7	4935	4413	5028	8773
Gm6829	4935	4413	5028	8773
Xk	49	24	40	75
Pcolce2	11	5	25	13
Cd48	11068	9780	12202	14448
Clpx	729	628	743	1211
Trabd	1473	1361	1667	2544
Dennd6b	266	253	251	517
Cd83	44330	74493	93345	113288
Cltrn	392	329	283	336
Ace2	53	20	58	88
Gzmb	28	23	13	10
Ager	16	6	22	15
Atf6b	1638	1425	1709	3434
Egfl8	156	172	310	442
Notch4	416	321	555	950
Ppt2	1692	1458	1918	3605
Prrt1	126	96	274	265
Rnf5	2425	1955	2370	3377
Fam163a	2	2	1	3
Cacfd1	635	598	549	791
Hivep2	223	222	254	326
Arnt	471	403	379	710
Itga2	10	6	15	5
Mocs2	769	488	578	837
Nat9	333	310	342	383
Lpl	32	66	112	106
Atp6v0e	22874	19207	25760	24367
Zfp318	328	260	280	471
Ttbk1	10	10	21	11
Srf	476	451	507	1077
Gata3	21	13	12	9
Gata5	7	13	7	6
Steap2	4	21	23	19
Hspa8	56382	60670	48534	81140
Serac1	42	25	21	38
Pdzd11	1479	1149	1405	1606
Psma2	13063	10661	14628	16705
Mrpl32	2376	1960	2625	2501
Setdb1	489	460	473	927
Anxa9	9	19	6	21
Prune1	132	128	124	177
Cers2	3141	2918	3555	5745
Nlrp5	2	2	1	8
